提交编号,题目编号,题目名称,状态,分数,总时间,内存,语言,代码长度,提交者,提交时间
840119,165,拉格朗日插值,Accepted,100,3537 ms,380 K,C++ (NOI),2.1 K,iot,2020-06-18 10:40:01
840052,162,快速幂 2,Accepted,100,910 ms,664 K,C++ (NOI),1.1 K,iot,2020-06-18 09:34:00
840011,161,乘法逆元 2,Accepted,100,495 ms,114.62 M,C++ (NOI),1.3 K,iot,2020-06-18 08:47:58
839992,149,01 分数规划,Accepted,100,15305 ms,1.62 M,C++ (NOI),1.3 K,iot,2020-06-18 08:30:08
839836,147,DFS 序 4,Accepted,100,3055 ms,69.57 M,C++ (NOI),2.6 K,iot,2020-06-17 21:49:40
839783,146,DFS 序 3，树上差分 1,Accepted,100,2539 ms,72.03 M,C++ (NOI),2.7 K,iot,2020-06-17 21:03:56
839619,132,树状数组 3 ：区间修改，区间查询,Accepted,100,1345 ms,15.47 M,C++ (NOI),1.7 K,iot,2020-06-17 19:44:54
839614,131,树状数组 2 ：区间修改，单点查询,Accepted,100,457 ms,11.61 M,C++ (NOI),1.6 K,iot,2020-06-17 19:39:33
839605,130,树状数组 1 ：单点修改，区间查询,Accepted,100,422 ms,11.64 M,C++ (NOI),1.5 K,iot,2020-06-17 19:37:34
839598,145,DFS 序 2,Accepted,100,1204 ms,57.43 M,C++ (NOI),2.0 K,iot,2020-06-17 19:34:32
839589,144,DFS 序 1,Accepted,100,781 ms,42.14 M,C++ (NOI),1.8 K,iot,2020-06-17 19:28:05
839573,136,最小瓶颈路,Accepted,100,40 ms,3.74 M,C++ (NOI),2.5 K,iot,2020-06-17 19:09:40
839571,6021,「from CommonAnts」寻找 LCR,Accepted,100,2022 ms,30.12 M,C++ 17,2.8 K,iot,2020-06-17 19:06:02
839570,137,最小瓶颈路 加强版,Accepted,100,2718 ms,30.00 M,C++ (NOI),2.8 K,iot,2020-06-17 19:05:26
838981,150,挑战多项式,Accepted,100,22419 ms,36.35 M,C++ 17,4.6 K,iot,2020-06-17 11:36:09
838794,112,三维偏序,Accepted,100,253 ms,5.43 M,C++ (NOI),2.2 K,iot,2020-06-17 07:56:18
838313,110,乘法逆元,Accepted,100,767 ms,23.09 M,C++ (NOI),1.1 K,iot,2020-06-16 19:32:48
838300,109,并查集,Accepted,100,232 ms,15.37 M,C++ (NOI),1.3 K,iot,2020-06-16 19:28:05
838268,107,维护全序集,Accepted,100,1263 ms,7.08 M,C++ (NOI),3.4 K,iot,2020-06-16 19:21:39
838235,106,二逼平衡树,Accepted,100,2271 ms,44.47 M,C++ (NOI),5.4 K,iot,2020-06-16 19:09:39
837507,105,文艺平衡树,Accepted,100,719 ms,26.93 M,C++ (NOI),3.0 K,iot,2020-06-15 21:38:10
836334,100,矩阵乘法,Accepted,100,1937 ms,9.86 M,C++ (NOI),1.6 K,iot,2020-06-15 08:02:26
836064,2012,「SCOI2016」背单词,Accepted,100,225 ms,54.75 M,C++ (NOI),1.9 K,iot,2020-06-14 20:07:14
835899,2013,「SCOI2016」幸运数字,Accepted,100,6184 ms,159.54 M,C++ 17,2.5 K,iot,2020-06-14 16:47:07
835898,2015,「SCOI2016」妖怪,Accepted,100,775 ms,30.79 M,C++ 17,2.1 K,iot,2020-06-14 16:46:47
835896,2016,「SCOI2016」美味,Accepted,100,4347 ms,93.33 M,C++ 17,1.4 K,iot,2020-06-14 16:46:25
835284,2077,「JSOI2016」飞机调度,Accepted,100,376 ms,5.12 M,C++ 17,2.7 K,iot,2020-06-13 21:14:57
834179,2072,「JSOI2016」独特的树叶,Accepted,100,134 ms,13.00 M,C++ 17,2.0 K,iot,2020-06-12 21:57:37
833944,2073,「JSOI2016」扭动的回文串,Accepted,100,85 ms,4.87 M,C++ 17,2.2 K,iot,2020-06-12 20:10:33
833543,2071,「JSOI2016」最佳团体,Accepted,100,1347 ms,48.25 M,C++ 17,1.7 K,iot,2020-06-12 12:34:45
833541,2074,「JSOI2016」灯塔,Accepted,100,239 ms,1.41 M,C++ 17,1.2 K,iot,2020-06-12 12:31:35
830531,2548,「JSOI2018」绝地反击,Accepted,100,435 ms,1020 K,C++ 17,4.1 K,iot,2020-06-09 21:53:29
830313,2550,「JSOI2018」机器人,Accepted,100,1700 ms,60.50 M,C++ 17,2.5 K,iot,2020-06-09 20:05:29
829157,2551,「JSOI2018」列队,Accepted,100,4736 ms,347.39 M,C++ 17,2.2 K,iot,2020-06-08 20:51:02
828080,2050,「HNOI2016」树,Accepted,100,1461 ms,55.52 M,C++ 17,4.0 K,iot,2020-06-07 17:27:51
827408,2718,「NOI2018」归程,Accepted,100,6102 ms,59.64 M,C++ 17,2.8 K,iot,2020-06-06 22:16:06
827003,2020,「AHOI / HNOI2017」礼物,Accepted,100,215 ms,9.75 M,C++ 17,2.4 K,iot,2020-06-06 16:56:52
826841,2022,「AHOI / HNOI2017」队长快跑,Accepted,100,1328 ms,46.35 M,C++ 17,2.3 K,iot,2020-06-06 15:42:56
826484,2023,「AHOI / HNOI2017」抛硬币,Accepted,100,1004 ms,15.12 M,C++ 17,2.1 K,iot,2020-06-06 11:01:20
825931,3273,「JOISC 2020 Day1」扫除,Accepted,100,148821 ms,405.46 M,C++ 17,3.6 K,iot,2020-06-05 20:24:31
825658,6094,「Codeforces Round #418」归乡迷途,Accepted,100,646 ms,107.87 M,C++ 17,2.7 K,iot,2020-06-05 16:41:26
825559,6068,「2017 山东一轮集训 Day4」棋盘,Accepted,100,4447 ms,764 K,C++ 17,2.8 K,iot,2020-06-05 14:19:28
825074,2085,「NOI2016」循环之美,Accepted,100,2143 ms,21.47 M,C++ 17,2.3 K,iot,2020-06-04 20:02:34
824772,2083,「NOI2016」优秀的拆分,Accepted,100,180 ms,6.00 M,C++ 17,3.0 K,iot,2020-06-04 16:22:22
824688,2306,「NOI2017」蔬菜,Accepted,100,207 ms,13.37 M,C++ 17,1.8 K,iot,2020-06-04 14:56:29
824544,2549,「JSOI2018」战争,Accepted,100,200 ms,9.68 M,C++ 17,3.0 K,iot,2020-06-04 10:53:35
824499,2575,「TJOI2018」party,Accepted,100,587 ms,2.12 M,C++ 17,2.3 K,iot,2020-06-04 09:15:48
824313,2001,「SDOI2017」树点涂色,Accepted,100,1465 ms,21.03 M,C++ 17,4.4 K,iot,2020-06-03 20:53:40
824077,2084,「NOI2016」网格,Accepted,100,5531 ms,199.12 M,C++ 17,4.4 K,iot,2020-06-03 16:37:57
823448,2325,「清华集训 2017」小 Y 和恐怖的奴隶主,Accepted,100,1856 ms,15.00 M,C++ 17,3.1 K,iot,2020-06-02 20:24:59
823068,6038,「雅礼集训 2017 Day5」远行,Accepted,100,1645 ms,9.42 M,C++ 17,2.6 K,iot,2020-06-02 17:10:59
822937,6515,「雅礼集训 2018 Day10」贪玩蓝月,Accepted,100,2336 ms,384.59 M,C++ 17,3.3 K,iot,2020-06-02 15:15:29
821388,2257,「SNOI2017」遗失的答案,Accepted,100,1281 ms,227.27 M,C++ 17,3.8 K,iot,2020-06-01 09:19:40
821241,3080,「2019 集训队互测 Day 5」国际象棋,Accepted,100,21920 ms,182.88 M,C++ 17,3.0 K,iot,2020-05-31 22:17:57
821081,2554,「CTSC2018」青蕈领主,Accepted,100,1025 ms,2.25 M,C++ 17,3.2 K,iot,2020-05-31 19:37:37
819675,6235,区间素数个数,Accepted,100,2290 ms,14.75 M,C++ 17,1.5 K,iot,2020-05-29 22:04:51
819063,6503,「雅礼集训 2018 Day4」Magic,Accepted,100,1361 ms,9.13 M,C++ 17,3.0 K,iot,2020-05-28 21:52:27
818910,6496,「雅礼集训 2018 Day1」仙人掌,Accepted,100,1915 ms,30.94 M,C++ 17,4.6 K,iot,2020-05-28 19:41:04
818543,2026,「JLOI / SHOI2016」成绩比较,Accepted,100,66 ms,252 K,C++ 17,2.2 K,iot,2020-05-28 10:02:11
818459,575,「LibreOJ NOI Round #2」不等关系,Accepted,100,2030 ms,8.00 M,C++ 17,2.8 K,iot,2020-05-27 22:23:07
816783,154,集合划分计数,Accepted,100,26771 ms,384.62 M,C++ 17,2.3 K,iot,2020-05-25 10:45:16
816759,153,集合覆盖计数,Accepted,100,1611 ms,80.37 M,C++ 17,2.2 K,iot,2020-05-25 09:49:57
816316,3246,「USACO 2020.1 Platinum」Cave Paintings,Accepted,100,138 ms,10.75 M,C++ 17,1.9 K,iot,2020-05-24 15:47:37
815184,3193,「ROI 2019 Day2」机器人高尔夫球赛,Accepted,100,23232 ms,46.79 M,C++ 17,2.5 K,iot,2020-05-22 22:22:11
814262,6516,「雅礼集训 2018 Day11」进攻！,Accepted,100,608 ms,166.62 M,C++ 17,3.1 K,iot,2020-05-21 21:01:22
813638,6587,「ICPC World Finals 2019」交通堵塞,Accepted,100,1480 ms,1016 K,C++ 17,1.8 K,iot,2020-05-21 15:36:12
812925,6509,「雅礼集训 2018 Day7」C,Accepted,100,105 ms,10.62 M,C++ 17,3.1 K,iot,2020-05-20 10:41:27
808676,6618,「THUPC 2019」令人难以忘记的题目名称 / game,Accepted,100,402 ms,1.87 M,C++ 17,1.5 K,iot,2020-05-14 22:32:17
808635,6608,无意识的石子堆,Accepted,100,670 ms,9.87 M,C++ 17,3.0 K,iot,2020-05-14 21:52:05
808605,6609,无意识的石子堆 加强版,Accepted,100,6814 ms,179.37 M,C++ 17,3.0 K,iot,2020-05-14 21:39:25
806565,6210,「美团 CodeM 决赛」tree,Accepted,100,988 ms,29.00 M,C++ 17,1.7 K,iot,2020-05-11 19:26:40
801416,2741,「JOI Open 2016」JOIRIS,Accepted,100,153 ms,252 K,C++ 17,1.8 K,iot,2020-05-04 14:43:11
795819,6074,「2017 山东一轮集训 Day6」子序列,Accepted,100,130 ms,17.43 M,C++ 17,2.1 K,iot,2020-04-26 16:30:51
794752,6072,「2017 山东一轮集训 Day5」苹果树,Accepted,100,391 ms,17.25 M,C++ 17,3.1 K,iot,2020-04-24 21:25:06
792079,3285,「USACO 2020 US Open Platinum」Circus,Accepted,100,152 ms,12.80 M,C++ 17,2.6 K,iot,2020-04-20 19:18:33
791481,2474,「2018 集训队互测 Day 3」北校门外的未来,Accepted,100,27555 ms,26.10 M,C++ 17,5.7 K,iot,2020-04-19 21:55:43
790608,2462,「2018 集训队互测 Day 1」完美的集合,Accepted,100,5228 ms,11.00 M,C++ 17,5.3 K,iot,2020-04-18 20:36:33
789876,3284,「USACO 2020 US Open Platinum」Exercise,Accepted,100,1287 ms,243.37 M,C++ 17,2.6 K,iot,2020-04-17 21:38:24
789713,3283,「USACO 2020 US Open Platinum」Sprinklers 2: Return of the Alfalfa,Accepted,100,419 ms,46.25 M,C++ 17,2.1 K,iot,2020-04-17 19:52:13
783029,2799,「CCC 2016」生命之环,Accepted,100,68 ms,1.03 M,C++ 17,1.3 K,iot,2020-04-08 11:25:35
774631,3282,「JOISC 2020 Day4」治疗计划,Accepted,100,7437 ms,9.87 M,C++ 17,2.7 K,iot,2020-03-27 14:48:00
774496,3280,「JOISC 2020 Day4」首都城市,Accepted,100,18405 ms,88.62 M,C++ 17,3.8 K,iot,2020-03-27 11:22:27
772236,3276,「JOISC 2020 Day2」遗迹,Accepted,100,7348 ms,22.12 M,C++ 17,2.1 K,iot,2020-03-24 18:44:13
771872,3278,「JOISC 2020 Day3」收获,Accepted,100,20139 ms,291.34 M,C++ 17,3.9 K,iot,2020-03-24 09:52:55
771090,3277,「JOISC 2020 Day3」星座 3,Accepted,100,12861 ms,258.91 M,C++ 17,3.1 K,iot,2020-03-23 08:14:31
770582,3274,「JOISC 2020 Day2」变色龙之恋,Accepted,100,1508 ms,77 K,C++ 17,1.5 K,iot,2020-03-22 16:12:32
770354,3275,「JOISC 2020 Day2」有趣的 Joitter 交友,Accepted,100,8847 ms,52.10 M,C++ 17,2.7 K,iot,2020-03-22 08:36:36
770121,3272,「JOISC 2020 Day1」汉堡肉,Accepted,100,11826 ms,6.37 M,C++ 17,1.8 K,iot,2020-03-21 20:32:28
769801,3271,「JOISC 2020 Day1」建筑装饰 4,Accepted,100,2359 ms,27.01 M,C++ 17,2.2 K,iot,2020-03-21 15:45:40
766224,6378,「是男人就过8题——Pony.ai」EquationsAndInequations,Accepted,100,42305 ms,147.49 M,C++ 17,3.2 K,iot,2020-03-15 22:27:27
765894,3247,「USACO 2020.1 Platinum」Non-Decreasing Subsequences,Accepted,100,1114 ms,16.49 M,C++ 17,1.9 K,iot,2020-03-15 14:51:15
765854,3256,「JOI 2020 Final」火灾,Accepted,100,14174 ms,34.80 M,C++ 17,2.1 K,iot,2020-03-15 13:52:37
765548,6267,生成随机数,Accepted,100,7008 ms,230.25 M,C++ 17,2.1 K,iot,2020-03-14 21:34:39
765215,3228,「USACO 2019.12 Platinum」Tree Depth,Accepted,100,1011 ms,636 K,C++ 17,1.7 K,iot,2020-03-14 16:46:52
765158,2709,「BalticOI 2015」黑客,Accepted,100,2483 ms,35.00 M,C++ 17,2.1 K,iot,2020-03-14 16:07:41
758575,3267,「USACO 2020.2 Platinum」Help Yourself,Accepted,100,3553 ms,72.12 M,C++ 17,3.7 K,iot,2020-03-04 15:50:46
758358,3266,「USACO 2020.2 Platinum」Equilateral Triangles,Accepted,100,1129 ms,4.50 M,C++ 17,1.6 K,iot,2020-03-04 10:59:51
758345,3265,「USACO 2020.2 Platinum」Delegation,Accepted,100,1065 ms,3.37 M,C++ 17,1.7 K,iot,2020-03-04 10:33:31
758300,6440,万能欧几里得,Accepted,100,623 ms,11.75 M,C++ 17,3.3 K,iot,2020-03-04 08:49:28
731876,3248,「USACO 2020.1 Platinum」Falling Portals,Accepted,100,428 ms,4.95 M,C++ 17,2.7 K,iot,2020-01-28 20:17:28
730273,3148,「CEOI2016」袋鼠,Accepted,100,191 ms,22.25 M,C++ 17,1.6 K,iot,2020-01-25 19:36:34
730209,6229,这是一道简单的数学题,Accepted,100,3118 ms,120.75 M,C++ 17,2.3 K,iot,2020-01-25 17:02:25
730158,3183,「CEOI2018」全球气候变暖,Accepted,100,1476 ms,5.64 M,C++ 17,1.6 K,iot,2020-01-25 15:23:33
728075,6271,「长乐集训 2017 Day10」生成树求和 加强版,Accepted,100,1314 ms,508 K,C++ 17,3.3 K,iot,2020-01-21 17:26:36
724463,117,有源汇有上下界最小流,Accepted,100,257 ms,7.37 M,C++ 17,2.8 K,iot,2020-01-18 11:14:18
724413,116,有源汇有上下界最大流,Accepted,100,26 ms,636 K,C++ 17,2.3 K,iot,2020-01-18 10:50:05
724401,115,无源汇有上下界可行流,Accepted,100,20 ms,732 K,C++ 17,2.4 K,iot,2020-01-18 10:44:15
724337,2321,「清华集训 2017」无限之环,Accepted,100,9903 ms,1.42 M,C++ 17,4.9 K,iot,2020-01-18 09:36:31
723097,2254,「SNOI2017」一个简单的询问,Accepted,100,813 ms,5.45 M,C++ 17,1.9 K,iot,2020-01-17 11:33:57
723095,2190,「SHOI2014」信号增幅仪,Accepted,100,189 ms,3.33 M,C++ 17,3.3 K,iot,2020-01-17 11:33:17
723092,2042,「CQOI2016」不同的最小割,Accepted,100,1801 ms,6.37 M,C++ 17,2.4 K,iot,2020-01-17 11:29:42
722688,2300,「CTSC2001」终极情报网,Accepted,100,237 ms,1.87 M,C++ 17,3.2 K,iot,2020-01-16 22:50:26
722395,3117,「IOI2017」接线,Accepted,100,3444 ms,71 K,C++ 11,1.6 K,iot,2020-01-16 20:24:48
717964,2605,「NOIP2012」同余方程,Accepted,100,534 ms,19.34 M,Python 3,229 B,iot,2020-01-13 21:09:35
717888,6119,「2017 山东二轮集训 Day7」国王,Accepted,100,590 ms,11.75 M,C++ 17,2.3 K,iot,2020-01-13 20:24:38
717837,2014,「SCOI2016」萌萌哒,Accepted,100,447 ms,7.12 M,C++ 17,1.5 K,iot,2020-01-13 19:54:13
717834,2055,「TJOI / HEOI2016」排序,Accepted,100,3173 ms,4.88 M,C++ 17,2.3 K,iot,2020-01-13 19:53:28
716926,2101,「TJOI2015」组合数学,Accepted,100,367 ms,11.87 M,C++ 17,851 B,iot,2020-01-12 20:49:30
716767,6354,「CodePlus 2018 4 月赛」最短路,Accepted,100,15083 ms,52.61 M,C++ 17,1.8 K,iot,2020-01-12 19:14:51
715309,2250,「ZJOI2017」仙人掌,Accepted,100,450 ms,17.24 M,C++ 17,1.7 K,iot,2020-01-10 21:57:41
715253,6089,小 Y 的背包计数问题,Accepted,100,4012 ms,242.14 M,C++ 17,1.3 K,iot,2020-01-10 19:48:54
715187,108,多项式乘法,Accepted,100,2115 ms,5.27 M,C++ 17,1.8 K,iot,2020-01-10 17:30:48
715180,2058,「TJOI / HEOI2016」求和,Accepted,100,481 ms,15.25 M,C++ 17,1.9 K,iot,2020-01-10 17:23:38
713532,129,Lyndon 分解,Accepted,100,277 ms,5.42 M,C++ 17,1.3 K,iot,2020-01-07 20:46:41
713462,6233,Hash killer V,Accepted,100,2453 ms,21.20 M,Python 3,396 B,iot,2020-01-07 20:04:11
709881,2985,「WC2019」I 君的商店,Accepted,100,19184 ms,1.14 M,C++ 17,1.8 K,iot,2019-12-30 18:52:07
688131,6237,「AGC003 F」Fraction of Fractal 分形之分数,Accepted,100,397 ms,4.12 M,C++ 17,2.3 K,iot,2019-12-03 20:01:21
687890,3213,「CSP-S 2019」树的重心,Accepted,100,9439 ms,42.87 M,C++ 17,2.6 K,iot,2019-12-03 15:14:30
687889,3212,「CSP-S 2019」划分,Accepted,100,3071 ms,867.12 M,C++ 17,2.1 K,iot,2019-12-03 15:13:55
687887,3211,「CSP-S 2019」Emiya 家今天的饭,Accepted,100,882 ms,160.84 M,C++ 17,1.6 K,iot,2019-12-03 15:13:17
687885,3210,「CSP-S 2019」树上的数,Accepted,100,7945 ms,76.91 M,C++ 17,3.3 K,iot,2019-12-03 15:12:29
687884,3209,「CSP-S 2019」括号树,Accepted,100,383 ms,34.25 M,C++ 17,1.7 K,iot,2019-12-03 15:12:01
687882,3208,「CSP-S 2019」格雷码,Accepted,100,59 ms,252 K,C++ 17,1.1 K,iot,2019-12-03 15:10:54
682611,2824,「BalticOI 2014 Day 1」序列,Accepted,100,10838 ms,1.49 M,C++ 17,1.5 K,iot,2019-11-24 20:43:20
676716,3008,「NOIP2018 普及组」对称二叉树,Accepted,100,1182 ms,46.00 M,C++ 17,1.6 K,iot,2019-11-14 09:01:43
675588,2503,「NOIP2014」解方程,Accepted,100,2223 ms,288 K,C++ 17,1.4 K,iot,2019-11-13 16:55:53
671266,3007,「NOIP2018 普及组」摆渡车,Accepted,100,741 ms,2.12 M,C++ 17,1.4 K,iot,2019-11-11 15:15:08
670336,6513,「雅礼集训 2018 Day10」足球大战,Accepted,100,1313 ms,38.37 M,C++ 17,1.7 K,iot,2019-11-10 22:39:35
670194,6162,「美团 CodeM 初赛 Round A」身体训练,Accepted,100,111 ms,252 K,C++ 17,1.2 K,iot,2019-11-10 21:06:29
670105,2034,「SDOI2016」排列计数,Accepted,100,1665 ms,23.16 M,C++ 17,1.4 K,iot,2019-11-10 20:25:20
670051,6615,「THUPC 2019」鸽鸽的分割 / divide,Accepted,100,2 ms,252 K,C++ 17,853 B,iot,2019-11-10 19:58:54
670032,6216,雪花挂饰,Accepted,100,2004 ms,30.78 M,C++ 17,1.5 K,iot,2019-11-10 19:50:18
669152,2264,「CTSC2017」吉夫特,Accepted,100,6015 ms,2.06 M,C++ 17,993 B,iot,2019-11-09 22:59:31
669125,114,k 大异或和,Accepted,100,145 ms,252 K,C++ 17,1.6 K,iot,2019-11-09 22:28:30
669079,113,最大异或和,Accepted,100,23 ms,252 K,C++ 17,1.1 K,iot,2019-11-09 21:56:59
663563,2276,「HAOI2017」新型城市化,Accepted,100,138 ms,3.12 M,C++ 17,2.0 K,iot,2019-11-06 10:42:28
663423,6581,「ICPC World Finals 2019」断头路探测者,Accepted,100,8984 ms,42.25 M,C++ 17,1.7 K,iot,2019-11-06 09:23:25
663381,2483,「CEOI2017」Building Bridges,Accepted,100,1185 ms,64.37 M,C++ 17,1.9 K,iot,2019-11-06 08:26:54
663215,2481,「CEOI2017」Sure Bet,Accepted,100,734 ms,3.25 M,C++ 17,1.6 K,iot,2019-11-05 22:28:41
661457,3191,「ROI 2019 Day2」花环,Accepted,100,2106 ms,7.90 M,C++ 17,1.5 K,iot,2019-11-04 19:19:00
660972,3192,「ROI 2019 Day2」课桌,Accepted,100,8037 ms,8.73 M,C++ 17,2.0 K,iot,2019-11-04 14:27:12
660420,3189,「ROI 2019 Day1」运输 20/19,Accepted,100,12640 ms,236.75 M,C++ 17,2.0 K,iot,2019-11-03 21:59:13
659358,3187,「ROI 2019 Day1」拍照,Accepted,100,962 ms,9.73 M,C++ 17,1.3 K,iot,2019-11-02 21:55:18
659017,3066,「ROI 2016 Day2」快递,Accepted,100,16815 ms,101.48 M,C++ 17,2.6 K,iot,2019-11-02 16:03:53
658676,3064,「ROI 2016 Day2」监控室,Accepted,100,975 ms,31.00 M,C++ 17,1.4 K,iot,2019-11-02 11:38:42
658612,3062,「ROI 2016 Day1」摸鱼否,Accepted,100,9139 ms,55.12 M,C++ 17,2.1 K,iot,2019-11-02 10:44:26
658428,3060,「ROI 2016 Day1」围攻堡垒,Accepted,100,517 ms,3.25 M,C++ 17,1.2 K,iot,2019-11-02 09:22:27
657959,2849,「ROI 2018 Day 2」机器人马拉松,Accepted,100,14030 ms,61.29 M,C++ 17,3.0 K,iot,2019-11-01 20:16:56
656428,2848,「ROI 2018 Day 2」快速排序,Accepted,100,614 ms,336 K,C++ 17,1.6 K,iot,2019-10-31 20:11:33
655260,2847,「ROI 2018 Day 2」抄本,Accepted,100,493 ms,4.87 M,C++ 17,1.2 K,iot,2019-10-30 21:55:51
655111,2845,「ROI 2018 Day 1」Innophone,Accepted,100,84888 ms,5.45 M,C++ 17,2.8 K,iot,2019-10-30 20:44:19
